winner_id,loser_id,winner_score,loser_score,winner_reasoning,loser_reasoning
CAND_0000150,CAND_0001509,78,56,"Evaluated offline: 5.4 years exp, 43% response rate.","Evaluated offline: 4.1 years exp, 32% response rate."
CAND_0000860,CAND_0000782,78,56,"Evaluated offline: 7.8 years exp, 41% response rate.","Evaluated offline: 4.6 years exp, 30% response rate."
CAND_0001098,CAND_0001511,77,56,"Evaluated offline: 6.9 years exp, 38% response rate.","Evaluated offline: 14.4 years exp, 27% response rate."
CAND_0000548,CAND_0001522,77,56,"Evaluated offline: 6.9 years exp, 35% response rate.","Evaluated offline: 4.6 years exp, 29% response rate."
CAND_0000394,CAND_0000687,77,56,"Evaluated offline: 6.9 years exp, 37% response rate.","Evaluated offline: 10.7 years exp, 32% response rate."
CAND_0001080,CAND_0001417,77,56,"Evaluated offline: 5.4 years exp, 38% response rate.","Evaluated offline: 12.8 years exp, 32% response rate."
CAND_0001258,CAND_0000869,77,56,"Evaluated offline: 5.9 years exp, 24% response rate.","Evaluated offline: 4.2 years exp, 34% response rate."
CAND_0001864,CAND_0001604,77,56,"Evaluated offline: 5.1 years exp, 35% response rate.","Evaluated offline: 13.9 years exp, 30% response rate."
CAND_0001026,CAND_0001754,77,56,"Evaluated offline: 8.9 years exp, 35% response rate.","Evaluated offline: 1.3 years exp, 22% response rate."
CAND_0000001,CAND_0001202,77,56,"Evaluated offline: 6.9 years exp, 34% response rate.","Evaluated offline: 1.7 years exp, 31% response rate."
CAND_0001926,CAND_0001102,77,56,"Evaluated offline: 5.4 years exp, 35% response rate.","Evaluated offline: 14.0 years exp, 32% response rate."
CAND_0000876,CAND_0001471,77,56,"Evaluated offline: 7.2 years exp, 38% response rate.","Evaluated offline: 1.7 years exp, 30% response rate."
CAND_0000207,CAND_0001975,77,56,"Evaluated offline: 5.4 years exp, 36% response rate.","Evaluated offline: 10.9 years exp, 33% response rate."
CAND_0001037,CAND_0000420,77,56,"Evaluated offline: 8.8 years exp, 39% response rate.","Evaluated offline: 14.5 years exp, 31% response rate."
CAND_0001082,CAND_0001438,77,56,"Evaluated offline: 6.8 years exp, 37% response rate.","Evaluated offline: 4.0 years exp, 11% response rate."
CAND_0001107,CAND_0001861,77,56,"Evaluated offline: 8.5 years exp, 36% response rate.","Evaluated offline: 13.9 years exp, 16% response rate."
CAND_0000254,CAND_0000986,77,56,"Evaluated offline: 5.7 years exp, 39% response rate.","Evaluated offline: 12.4 years exp, 30% response rate."
CAND_0001152,CAND_0000708,77,56,"Evaluated offline: 7.0 years exp, 38% response rate.","Evaluated offline: 4.2 years exp, 31% response rate."
CAND_0001208,CAND_0001756,77,56,"Evaluated offline: 5.8 years exp, 35% response rate.","Evaluated offline: 14.6 years exp, 30% response rate."
CAND_0000501,CAND_0000177,77,56,"Evaluated offline: 6.0 years exp, 36% response rate.","Evaluated offline: 12.2 years exp, 27% response rate."
CAND_0000635,CAND_0000776,77,56,"Evaluated offline: 5.6 years exp, 38% response rate.","Evaluated offline: 1.4 years exp, 30% response rate."
CAND_0001799,CAND_0001973,76,56,"Evaluated offline: 7.8 years exp, 34% response rate.","Evaluated offline: 9.7 years exp, 33% response rate."
CAND_0000830,CAND_0001191,76,56,"Evaluated offline: 8.7 years exp, 21% response rate.","Evaluated offline: 9.7 years exp, 10% response rate."
CAND_0000241,CAND_0001310,76,56,"Evaluated offline: 7.7 years exp, 30% response rate.","Evaluated offline: 9.4 years exp, 30% response rate."
CAND_0001392,CAND_0000450,76,56,"Evaluated offline: 6.8 years exp, 30% response rate.","Evaluated offline: 3.5 years exp, 34% response rate."
CAND_0001120,CAND_0000555,76,57,"Evaluated offline: 6.6 years exp, 33% response rate.","Evaluated offline: 10.5 years exp, 36% response rate."
CAND_0000404,CAND_0000425,76,57,"Evaluated offline: 8.2 years exp, 31% response rate.","Evaluated offline: 9.5 years exp, 38% response rate."
CAND_0001570,CAND_0000959,76,57,"Evaluated offline: 7.2 years exp, 34% response rate.","Evaluated offline: 3.2 years exp, 36% response rate."
CAND_0000019,CAND_0001239,76,57,"Evaluated offline: 6.5 years exp, 34% response rate.","Evaluated offline: 12.1 years exp, 37% response rate."
CAND_0001458,CAND_0001307,76,57,"Evaluated offline: 6.4 years exp, 34% response rate.","Evaluated offline: 12.9 years exp, 35% response rate."
CAND_0000029,CAND_0001854,76,57,"Evaluated offline: 7.2 years exp, 12% response rate.","Evaluated offline: 3.2 years exp, 36% response rate."
CAND_0001900,CAND_0000356,76,57,"Evaluated offline: 6.4 years exp, 30% response rate.","Evaluated offline: 1.6 years exp, 21% response rate."
CAND_0001526,CAND_0001293,76,57,"Evaluated offline: 7.6 years exp, 34% response rate.","Evaluated offline: 4.8 years exp, 32% response rate."
CAND_0000593,CAND_0000923,76,57,"Evaluated offline: 6.2 years exp, 33% response rate.","Evaluated offline: 2.1 years exp, 35% response rate."
CAND_0001620,CAND_0001030,76,57,"Evaluated offline: 7.5 years exp, 31% response rate.","Evaluated offline: 2.2 years exp, 16% response rate."
CAND_0000520,CAND_0000536,76,57,"Evaluated offline: 9.0 years exp, 30% response rate.","Evaluated offline: 1.7 years exp, 37% response rate."
CAND_0001902,CAND_0000657,76,57,"Evaluated offline: 6.0 years exp, 32% response rate.","Evaluated offline: 2.3 years exp, 13% response rate."
CAND_0000124,CAND_0000430,76,57,"Evaluated offline: 7.6 years exp, 33% response rate.","Evaluated offline: 9.3 years exp, 26% response rate."
CAND_0000965,CAND_0001242,76,57,"Evaluated offline: 6.2 years exp, 33% response rate.","Evaluated offline: 9.5 years exp, 38% response rate."
CAND_0001295,CAND_0001433,76,57,"Evaluated offline: 7.6 years exp, 33% response rate.","Evaluated offline: 9.7 years exp, 12% response rate."
CAND_0000255,CAND_0000815,76,57,"Evaluated offline: 8.0 years exp, 34% response rate.","Evaluated offline: 2.5 years exp, 39% response rate."
CAND_0001875,CAND_0000047,76,57,"Evaluated offline: 8.4 years exp, 31% response rate.","Evaluated offline: 2.4 years exp, 39% response rate."
CAND_0001090,CAND_0001528,75,57,"Evaluated offline: 7.8 years exp, 10% response rate.","Evaluated offline: 3.1 years exp, 36% response rate."
CAND_0000895,CAND_0000481,75,57,"Evaluated offline: 5.1 years exp, 25% response rate.","Evaluated offline: 4.6 years exp, 36% response rate."
CAND_0001049,CAND_0000507,75,57,"Evaluated offline: 8.5 years exp, 27% response rate.","Evaluated offline: 1.2 years exp, 32% response rate."
CAND_0001001,CAND_0001680,75,57,"Evaluated offline: 6.7 years exp, 26% response rate.","Evaluated offline: 1.3 years exp, 16% response rate."
CAND_0000976,CAND_0000251,75,57,"Evaluated offline: 7.1 years exp, 27% response rate.","Evaluated offline: 11.4 years exp, 39% response rate."
CAND_0001410,CAND_0001659,75,57,"Evaluated offline: 5.4 years exp, 28% response rate.","Evaluated offline: 9.7 years exp, 14% response rate."
CAND_0001931,CAND_0001372,75,57,"Evaluated offline: 8.3 years exp, 27% response rate.","Evaluated offline: 10.1 years exp, 17% response rate."
CAND_0000238,CAND_0000479,75,57,"Evaluated offline: 7.6 years exp, 28% response rate.","Evaluated offline: 13.1 years exp, 39% response rate."
CAND_0000357,CAND_0001700,75,57,"Evaluated offline: 7.7 years exp, 20% response rate.","Evaluated offline: 11.5 years exp, 36% response rate."
CAND_0001158,CAND_0001708,75,57,"Evaluated offline: 6.9 years exp, 19% response rate.","Evaluated offline: 2.7 years exp, 39% response rate."
CAND_0000785,CAND_0001569,75,57,"Evaluated offline: 5.3 years exp, 8% response rate.","Evaluated offline: 9.4 years exp, 36% response rate."
CAND_0001498,CAND_0000553,75,57,"Evaluated offline: 6.4 years exp, 24% response rate.","Evaluated offline: 9.3 years exp, 38% response rate."
CAND_0000851,CAND_0000444,75,57,"Evaluated offline: 5.2 years exp, 28% response rate.","Evaluated offline: 14.3 years exp, 36% response rate."
CAND_0001739,CAND_0001929,75,57,"Evaluated offline: 6.5 years exp, 26% response rate.","Evaluated offline: 9.3 years exp, 37% response rate."
CAND_0001601,CAND_0001496,75,57,"Evaluated offline: 6.4 years exp, 29% response rate.","Evaluated offline: 1.1 years exp, 39% response rate."
CAND_0000140,CAND_0001538,75,57,"Evaluated offline: 8.1 years exp, 29% response rate.","Evaluated offline: 12.4 years exp, 36% response rate."
CAND_0001798,CAND_0000848,75,57,"Evaluated offline: 7.2 years exp, 29% response rate.","Evaluated offline: 9.3 years exp, 38% response rate."
CAND_0001859,CAND_0000988,75,57,"Evaluated offline: 7.5 years exp, 12% response rate.","Evaluated offline: 9.2 years exp, 39% response rate."
CAND_0000627,CAND_0000953,75,57,"Evaluated offline: 7.0 years exp, 27% response rate.","Evaluated offline: 12.1 years exp, 15% response rate."
CAND_0000884,CAND_0000421,75,57,"Evaluated offline: 6.0 years exp, 17% response rate.","Evaluated offline: 4.5 years exp, 35% response rate."
CAND_0001510,CAND_0000174,75,57,"Evaluated offline: 5.0 years exp, 28% response rate.","Evaluated offline: 2.7 years exp, 38% response rate."
CAND_0000526,CAND_0001625,75,57,"Evaluated offline: 5.8 years exp, 27% response rate.","Evaluated offline: 4.2 years exp, 29% response rate."
CAND_0000933,CAND_0001117,74,57,"Evaluated offline: 7.5 years exp, 24% response rate.","Evaluated offline: 4.4 years exp, 37% response rate."
CAND_0001934,CAND_0000885,74,57,"Evaluated offline: 6.1 years exp, 22% response rate.","Evaluated offline: 14.4 years exp, 37% response rate."
CAND_0001888,CAND_0000166,74,57,"Evaluated offline: 8.9 years exp, 20% response rate.","Evaluated offline: 4.8 years exp, 39% response rate."
CAND_0001932,CAND_0001176,74,58,"Evaluated offline: 7.5 years exp, 20% response rate.","Evaluated offline: 2.6 years exp, 44% response rate."
CAND_0001818,CAND_0000069,74,58,"Evaluated offline: 8.0 years exp, 23% response rate.","Evaluated offline: 13.0 years exp, 43% response rate."
CAND_0001988,CAND_0001523,74,58,"Evaluated offline: 7.6 years exp, 22% response rate.","Evaluated offline: 1.8 years exp, 40% response rate."
CAND_0000128,CAND_0000385,74,58,"Evaluated offline: 8.5 years exp, 20% response rate.","Evaluated offline: 10.9 years exp, 43% response rate."
CAND_0001905,CAND_0000963,74,58,"Evaluated offline: 8.3 years exp, 20% response rate.","Evaluated offline: 3.2 years exp, 26% response rate."
CAND_0000106,CAND_0001966,74,58,"Evaluated offline: 6.6 years exp, 20% response rate.","Evaluated offline: 10.0 years exp, 41% response rate."
CAND_0000060,CAND_0001957,74,58,"Evaluated offline: 8.0 years exp, 22% response rate.","Evaluated offline: 2.2 years exp, 28% response rate."
CAND_0001928,CAND_0000712,74,58,"Evaluated offline: 5.9 years exp, 20% response rate.","Evaluated offline: 2.5 years exp, 42% response rate."
CAND_0001989,CAND_0000268,74,58,"Evaluated offline: 5.9 years exp, 24% response rate.","Evaluated offline: 11.3 years exp, 38% response rate."
CAND_0000192,CAND_0001689,74,58,"Evaluated offline: 5.1 years exp, 16% response rate.","Evaluated offline: 12.6 years exp, 43% response rate."
CAND_0001672,CAND_0001078,74,58,"Evaluated offline: 5.2 years exp, 17% response rate.","Evaluated offline: 9.7 years exp, 31% response rate."
CAND_0001273,CAND_0000162,74,58,"Evaluated offline: 5.8 years exp, 22% response rate.","Evaluated offline: 13.8 years exp, 42% response rate."
CAND_0000072,CAND_0001710,74,58,"Evaluated offline: 7.0 years exp, 14% response rate.","Evaluated offline: 1.2 years exp, 40% response rate."
CAND_0001412,CAND_0000399,74,58,"Evaluated offline: 8.3 years exp, 23% response rate.","Evaluated offline: 12.9 years exp, 44% response rate."
CAND_0000215,CAND_0000846,74,58,"Evaluated offline: 7.9 years exp, 23% response rate.","Evaluated offline: 14.5 years exp, 41% response rate."
CAND_0001619,CAND_0000334,74,58,"Evaluated offline: 7.8 years exp, 24% response rate.","Evaluated offline: 1.4 years exp, 39% response rate."
CAND_0001937,CAND_0000270,74,58,"Evaluated offline: 8.1 years exp, 24% response rate.","Evaluated offline: 14.4 years exp, 38% response rate."
CAND_0001637,CAND_0001354,74,58,"Evaluated offline: 7.6 years exp, 18% response rate.","Evaluated offline: 4.5 years exp, 42% response rate."
CAND_0000332,CAND_0001623,74,58,"Evaluated offline: 5.4 years exp, 22% response rate.","Evaluated offline: 2.1 years exp, 32% response rate."
CAND_0000300,CAND_0000834,73,58,"Evaluated offline: 8.5 years exp, 18% response rate.","Evaluated offline: 1.9 years exp, 10% response rate."
CAND_0000180,CAND_0001234,73,58,"Evaluated offline: 8.5 years exp, 18% response rate.","Evaluated offline: 3.3 years exp, 42% response rate."
CAND_0000530,CAND_0001370,73,58,"Evaluated offline: 5.9 years exp, 19% response rate.","Evaluated offline: 2.2 years exp, 43% response rate."
CAND_0000729,CAND_0000568,73,58,"Evaluated offline: 9.0 years exp, 19% response rate.","Evaluated offline: 11.5 years exp, 38% response rate."
CAND_0001656,CAND_0001129,73,58,"Evaluated offline: 5.4 years exp, 19% response rate.","Evaluated offline: 12.9 years exp, 42% response rate."
CAND_0000535,CAND_0001450,73,58,"Evaluated offline: 5.4 years exp, 15% response rate.","Evaluated offline: 9.6 years exp, 44% response rate."
CAND_0000964,CAND_0000562,73,58,"Evaluated offline: 7.2 years exp, 17% response rate.","Evaluated offline: 9.3 years exp, 42% response rate."
CAND_0001635,CAND_0001020,73,58,"Evaluated offline: 7.3 years exp, 16% response rate.","Evaluated offline: 9.8 years exp, 40% response rate."
CAND_0000118,CAND_0000492,73,58,"Evaluated offline: 7.2 years exp, 16% response rate.","Evaluated offline: 14.2 years exp, 43% response rate."
CAND_0000147,CAND_0000784,73,58,"Evaluated offline: 5.2 years exp, 16% response rate.","Evaluated offline: 3.8 years exp, 19% response rate."
CAND_0000624,CAND_0001222,73,58,"Evaluated offline: 5.7 years exp, 16% response rate.","Evaluated offline: 1.3 years exp, 40% response rate."
CAND_0001970,CAND_0001272,73,58,"Evaluated offline: 5.0 years exp, 15% response rate.","Evaluated offline: 9.6 years exp, 43% response rate."
CAND_0001987,CAND_0000274,73,58,"Evaluated offline: 5.2 years exp, 13% response rate.","Evaluated offline: 3.0 years exp, 44% response rate."
CAND_0001241,CAND_0000293,73,58,"Evaluated offline: 7.1 years exp, 15% response rate.","Evaluated offline: 10.3 years exp, 40% response rate."
CAND_0000061,CAND_0000379,73,58,"Evaluated offline: 7.7 years exp, 17% response rate.","Evaluated offline: 1.9 years exp, 43% response rate."
CAND_0000313,CAND_0001339,73,58,"Evaluated offline: 7.0 years exp, 18% response rate.","Evaluated offline: 10.8 years exp, 41% response rate."
CAND_0001150,CAND_0000175,73,58,"Evaluated offline: 7.4 years exp, 16% response rate.","Evaluated offline: 3.7 years exp, 42% response rate."
CAND_0000403,CAND_0000764,73,58,"Evaluated offline: 5.3 years exp, 18% response rate.","Evaluated offline: 3.9 years exp, 44% response rate."
CAND_0001253,CAND_0000008,73,58,"Evaluated offline: 5.9 years exp, 18% response rate.","Evaluated offline: 3.6 years exp, 42% response rate."
CAND_0001665,CAND_0001236,72,58,"Evaluated offline: 5.0 years exp, 11% response rate.","Evaluated offline: 4.1 years exp, 19% response rate."
CAND_0000173,CAND_0000725,72,58,"Evaluated offline: 7.9 years exp, 12% response rate.","Evaluated offline: 10.3 years exp, 42% response rate."
CAND_0001679,CAND_0001751,72,58,"Evaluated offline: 7.4 years exp, 14% response rate.","Evaluated offline: 4.5 years exp, 27% response rate."
CAND_0000531,CAND_0000556,72,58,"Evaluated offline: 5.4 years exp, 13% response rate.","Evaluated offline: 12.1 years exp, 44% response rate."
CAND_0001654,CAND_0000209,72,58,"Evaluated offline: 6.2 years exp, 11% response rate.","Evaluated offline: 10.3 years exp, 40% response rate."
CAND_0001024,CAND_0000472,72,58,"Evaluated offline: 7.3 years exp, 14% response rate.","Evaluated offline: 2.9 years exp, 38% response rate."
CAND_0001207,CAND_0000460,72,58,"Evaluated offline: 7.7 years exp, 14% response rate.","Evaluated offline: 12.2 years exp, 42% response rate."
CAND_0000125,CAND_0001737,72,58,"Evaluated offline: 6.5 years exp, 10% response rate.","Evaluated offline: 13.8 years exp, 30% response rate."
CAND_0000198,CAND_0000308,72,58,"Evaluated offline: 6.3 years exp, 11% response rate.","Evaluated offline: 2.0 years exp, 42% response rate."
CAND_0000389,CAND_0001589,72,58,"Evaluated offline: 5.4 years exp, 13% response rate.","Evaluated offline: 12.2 years exp, 37% response rate."
CAND_0000006,CAND_0001318,72,58,"Evaluated offline: 6.0 years exp, 12% response rate.","Evaluated offline: 11.2 years exp, 44% response rate."
CAND_0001958,CAND_0000205,72,59,"Evaluated offline: 7.5 years exp, 11% response rate.","Evaluated offline: 4.8 years exp, 47% response rate."
CAND_0001822,CAND_0001630,72,59,"Evaluated offline: 7.7 years exp, 14% response rate.","Evaluated offline: 4.9 years exp, 30% response rate."
CAND_0001352,CAND_0001995,72,59,"Evaluated offline: 6.8 years exp, 10% response rate.","Evaluated offline: 4.0 years exp, 48% response rate."
CAND_0001560,CAND_0001164,72,59,"Evaluated offline: 8.2 years exp, 12% response rate.","Evaluated offline: 4.9 years exp, 27% response rate."
CAND_0000388,CAND_0001414,72,59,"Evaluated offline: 6.0 years exp, 11% response rate.","Evaluated offline: 1.4 years exp, 46% response rate."
CAND_0000866,CAND_0000920,72,59,"Evaluated offline: 5.6 years exp, 14% response rate.","Evaluated offline: 9.7 years exp, 47% response rate."
CAND_0001789,CAND_0001188,72,59,"Evaluated offline: 6.5 years exp, 12% response rate.","Evaluated offline: 12.7 years exp, 46% response rate."
CAND_0000480,CAND_0000767,72,59,"Evaluated offline: 5.9 years exp, 13% response rate.","Evaluated offline: 3.3 years exp, 49% response rate."
CAND_0001683,CAND_0000699,72,59,"Evaluated offline: 7.0 years exp, 13% response rate.","Evaluated offline: 4.7 years exp, 47% response rate."
CAND_0000647,CAND_0001544,72,59,"Evaluated offline: 7.7 years exp, 11% response rate.","Evaluated offline: 10.5 years exp, 44% response rate."
CAND_0000667,CAND_0001190,72,59,"Evaluated offline: 7.9 years exp, 13% response rate.","Evaluated offline: 12.1 years exp, 44% response rate."
CAND_0001351,CAND_0001611,72,59,"Evaluated offline: 6.2 years exp, 13% response rate.","Evaluated offline: 1.6 years exp, 48% response rate."
CAND_0000572,CAND_0001214,71,59,"Evaluated offline: 6.1 years exp, 9% response rate.","Evaluated offline: 2.0 years exp, 45% response rate."
CAND_0000441,CAND_0001252,71,59,"Evaluated offline: 7.5 years exp, 9% response rate.","Evaluated offline: 3.4 years exp, 45% response rate."
CAND_0000539,CAND_0000276,71,59,"Evaluated offline: 2.9 years exp, 82% response rate.","Evaluated offline: 1.6 years exp, 48% response rate."
CAND_0000538,CAND_0001046,71,59,"Evaluated offline: 5.0 years exp, 6% response rate.","Evaluated offline: 3.1 years exp, 47% response rate."
CAND_0001384,CAND_0000163,71,59,"Evaluated offline: 9.8 years exp, 84% response rate.","Evaluated offline: 12.3 years exp, 43% response rate."
CAND_0000661,CAND_0001877,71,59,"Evaluated offline: 6.9 years exp, 9% response rate.","Evaluated offline: 4.9 years exp, 48% response rate."
CAND_0000907,CAND_0000659,71,59,"Evaluated offline: 8.1 years exp, 6% response rate.","Evaluated offline: 12.1 years exp, 35% response rate."
CAND_0000835,CAND_0001452,71,59,"Evaluated offline: 9.0 years exp, 7% response rate.","Evaluated offline: 2.3 years exp, 47% response rate."
CAND_0001443,CAND_0001361,71,59,"Evaluated offline: 8.7 years exp, 9% response rate.","Evaluated offline: 13.4 years exp, 49% response rate."
CAND_0000858,CAND_0001260,71,59,"Evaluated offline: 2.5 years exp, 81% response rate.","Evaluated offline: 14.2 years exp, 48% response rate."
CAND_0001941,CAND_0001829,71,59,"Evaluated offline: 1.7 years exp, 83% response rate.","Evaluated offline: 4.1 years exp, 45% response rate."
CAND_0000494,CAND_0001217,70,59,"Evaluated offline: 3.4 years exp, 80% response rate.","Evaluated offline: 9.6 years exp, 46% response rate."
CAND_0001946,CAND_0000788,70,59,"Evaluated offline: 2.0 years exp, 84% response rate.","Evaluated offline: 2.0 years exp, 47% response rate."
CAND_0001435,CAND_0000443,70,59,"Evaluated offline: 1.4 years exp, 84% response rate.","Evaluated offline: 10.8 years exp, 27% response rate."
CAND_0001785,CAND_0001154,70,59,"Evaluated offline: 3.2 years exp, 74% response rate.","Evaluated offline: 1.1 years exp, 48% response rate."
CAND_0001405,CAND_0001817,70,59,"Evaluated offline: 3.5 years exp, 69% response rate.","Evaluated offline: 1.8 years exp, 47% response rate."
CAND_0000427,CAND_0000387,69,59,"Evaluated offline: 2.6 years exp, 65% response rate.","Evaluated offline: 10.4 years exp, 46% response rate."
CAND_0000167,CAND_0001012,69,59,"Evaluated offline: 9.1 years exp, 76% response rate.","Evaluated offline: 12.7 years exp, 34% response rate."
CAND_0001838,CAND_0000463,69,59,"Evaluated offline: 13.1 years exp, 77% response rate.","Evaluated offline: 2.2 years exp, 45% response rate."
CAND_0001194,CAND_0000179,69,59,"Evaluated offline: 9.8 years exp, 80% response rate.","Evaluated offline: 3.2 years exp, 46% response rate."
CAND_0001068,CAND_0001094,69,59,"Evaluated offline: 2.1 years exp, 65% response rate.","Evaluated offline: 11.0 years exp, 45% response rate."
CAND_0001713,CAND_0000013,69,59,"Evaluated offline: 2.8 years exp, 60% response rate.","Evaluated offline: 1.1 years exp, 28% response rate."
CAND_0000970,CAND_0000067,69,59,"Evaluated offline: 3.0 years exp, 77% response rate.","Evaluated offline: 3.9 years exp, 45% response rate."
CAND_0000704,CAND_0001383,69,59,"Evaluated offline: 3.3 years exp, 71% response rate.","Evaluated offline: 2.3 years exp, 24% response rate."
CAND_0001133,CAND_0001448,68,59,"Evaluated offline: 4.0 years exp, 78% response rate.","Evaluated offline: 2.7 years exp, 27% response rate."
CAND_0000201,CAND_0001503,68,59,"Evaluated offline: 14.1 years exp, 72% response rate.","Evaluated offline: 13.1 years exp, 26% response rate."
CAND_0000204,CAND_0000052,68,59,"Evaluated offline: 3.5 years exp, 73% response rate.","Evaluated offline: 1.4 years exp, 48% response rate."
CAND_0001378,CAND_0001721,68,59,"Evaluated offline: 4.8 years exp, 77% response rate.","Evaluated offline: 1.2 years exp, 49% response rate."
CAND_0001311,CAND_0001549,68,59,"Evaluated offline: 2.0 years exp, 63% response rate.","Evaluated offline: 1.3 years exp, 45% response rate."
CAND_0001608,CAND_0001064,68,59,"Evaluated offline: 4.1 years exp, 64% response rate.","Evaluated offline: 10.7 years exp, 49% response rate."
CAND_0001079,CAND_0000376,68,59,"Evaluated offline: 1.0 years exp, 74% response rate.","Evaluated offline: 14.2 years exp, 45% response rate."
CAND_0001327,CAND_0001815,68,59,"Evaluated offline: 2.4 years exp, 81% response rate.","Evaluated offline: 2.3 years exp, 48% response rate."
CAND_0001955,CAND_0000339,68,59,"Evaluated offline: 11.7 years exp, 75% response rate.","Evaluated offline: 1.6 years exp, 37% response rate."
CAND_0000062,CAND_0000371,68,59,"Evaluated offline: 4.3 years exp, 69% response rate.","Evaluated offline: 15.0 years exp, 47% response rate."
CAND_0000955,CAND_0001639,67,59,"Evaluated offline: 1.5 years exp, 62% response rate.","Evaluated offline: 3.3 years exp, 45% response rate."
CAND_0000992,CAND_0000111,67,59,"Evaluated offline: 2.1 years exp, 84% response rate.","Evaluated offline: 2.5 years exp, 49% response rate."
CAND_0001345,CAND_0000610,67,59,"Evaluated offline: 2.6 years exp, 82% response rate.","Evaluated offline: 4.0 years exp, 49% response rate."
CAND_0001752,CAND_0000749,67,59,"Evaluated offline: 10.8 years exp, 68% response rate.","Evaluated offline: 12.1 years exp, 48% response rate."
CAND_0001415,CAND_0000199,67,60,"Evaluated offline: 9.6 years exp, 72% response rate.","Evaluated offline: 3.6 years exp, 53% response rate."
CAND_0001476,CAND_0001786,67,60,"Evaluated offline: 11.1 years exp, 63% response rate.","Evaluated offline: 2.6 years exp, 51% response rate."
CAND_0000445,CAND_0001243,67,60,"Evaluated offline: 9.5 years exp, 79% response rate.","Evaluated offline: 11.9 years exp, 51% response rate."
CAND_0001933,CAND_0000649,67,60,"Evaluated offline: 4.3 years exp, 59% response rate.","Evaluated offline: 4.5 years exp, 54% response rate."
CAND_0001983,CAND_0000009,67,60,"Evaluated offline: 1.2 years exp, 72% response rate.","Evaluated offline: 11.0 years exp, 53% response rate."
CAND_0001627,CAND_0001333,67,60,"Evaluated offline: 13.0 years exp, 65% response rate.","Evaluated offline: 10.5 years exp, 50% response rate."
CAND_0001953,CAND_0001803,67,60,"Evaluated offline: 3.4 years exp, 67% response rate.","Evaluated offline: 3.5 years exp, 51% response rate."
CAND_0000774,CAND_0000939,66,60,"Evaluated offline: 4.3 years exp, 77% response rate.","Evaluated offline: 1.9 years exp, 43% response rate."
CAND_0001066,CAND_0000208,66,60,"Evaluated offline: 1.6 years exp, 81% response rate.","Evaluated offline: 4.2 years exp, 52% response rate."
CAND_0000226,CAND_0000954,66,60,"Evaluated offline: 3.5 years exp, 57% response rate.","Evaluated offline: 3.7 years exp, 43% response rate."
CAND_0000023,CAND_0001062,66,60,"Evaluated offline: 3.7 years exp, 57% response rate.","Evaluated offline: 3.1 years exp, 51% response rate."
CAND_0000737,CAND_0001104,66,60,"Evaluated offline: 4.6 years exp, 67% response rate.","Evaluated offline: 12.8 years exp, 53% response rate."
CAND_0001548,CAND_0001853,66,60,"Evaluated offline: 2.7 years exp, 65% response rate.","Evaluated offline: 12.5 years exp, 41% response rate."
CAND_0000349,CAND_0001309,66,60,"Evaluated offline: 11.0 years exp, 78% response rate.","Evaluated offline: 13.6 years exp, 50% response rate."
CAND_0000849,CAND_0000164,66,60,"Evaluated offline: 2.7 years exp, 82% response rate.","Evaluated offline: 3.7 years exp, 52% response rate."
CAND_0001969,CAND_0000608,66,60,"Evaluated offline: 1.6 years exp, 71% response rate.","Evaluated offline: 11.1 years exp, 54% response rate."
CAND_0001562,CAND_0001881,66,60,"Evaluated offline: 10.1 years exp, 66% response rate.","Evaluated offline: 10.9 years exp, 53% response rate."
CAND_0000899,CAND_0000968,66,60,"Evaluated offline: 4.1 years exp, 83% response rate.","Evaluated offline: 13.4 years exp, 29% response rate."
CAND_0000186,CAND_0001791,66,60,"Evaluated offline: 12.4 years exp, 60% response rate.","Evaluated offline: 11.6 years exp, 50% response rate."
CAND_0000945,CAND_0000267,65,60,"Evaluated offline: 9.1 years exp, 75% response rate.","Evaluated offline: 3.3 years exp, 43% response rate."
CAND_0001874,CAND_0001725,65,60,"Evaluated offline: 14.7 years exp, 58% response rate.","Evaluated offline: 2.5 years exp, 44% response rate."
CAND_0000711,CAND_0000984,65,60,"Evaluated offline: 12.9 years exp, 71% response rate.","Evaluated offline: 9.8 years exp, 34% response rate."
CAND_0000344,CAND_0001692,65,60,"Evaluated offline: 2.5 years exp, 58% response rate.","Evaluated offline: 14.2 years exp, 51% response rate."
CAND_0001069,CAND_0000791,65,60,"Evaluated offline: 9.9 years exp, 75% response rate.","Evaluated offline: 4.0 years exp, 43% response rate."
CAND_0000845,CAND_0001909,65,60,"Evaluated offline: 12.5 years exp, 77% response rate.","Evaluated offline: 4.3 years exp, 54% response rate."
CAND_0001685,CAND_0001358,65,60,"Evaluated offline: 10.4 years exp, 75% response rate.","Evaluated offline: 1.9 years exp, 40% response rate."
CAND_0000726,CAND_0001998,65,60,"Evaluated offline: 9.3 years exp, 57% response rate.","Evaluated offline: 13.7 years exp, 52% response rate."
CAND_0001532,CAND_0001827,65,60,"Evaluated offline: 1.2 years exp, 62% response rate.","Evaluated offline: 9.8 years exp, 51% response rate."
CAND_0000534,CAND_0000415,65,60,"Evaluated offline: 4.7 years exp, 73% response rate.","Evaluated offline: 9.7 years exp, 42% response rate."
CAND_0001974,CAND_0001534,65,60,"Evaluated offline: 10.5 years exp, 77% response rate.","Evaluated offline: 11.2 years exp, 53% response rate."
